Name,Position,Nat,Height,Age,Tck W,Tck R,Tck A,Shot/90,ShT/90,ShT,Shots,Svt,Svp,Svh,Ps C/90,Ps C,Ps A/90,Pas A,Off,Gl Mst,K Tck,K Ps/90,K Pas,K Hdrs,Int/90,Itc,Hdr %,Hdrs W/90,Hdrs,Drb,Dist/90,Distance,Cr C,Cr C/A,Cr A,CCC,Ch C/90,Asts/90,Aer A/90,Apps,Gls,Ast,xG,PoM,Pas %,Tck,DrbPG,Shot %,Yel,Red,Av Rat,Hdrs A,Mins,Club,Preferred Foot
Sander Berge,"DM, M/AM (C)",NOR,"195,00","28,00","77,00","0,85","0,00","1,37","0,52","14,00","37,00","0,00","0,00","0,00","44,41","1 199,00","49,26","1 330,00","1,00","0,00","7,00","1,44","39,00","40,00","1,33","36,00","0,51","1,15","31,00","10,00","44 816,00",348.5,"8,00","0,25","31,00","1,00","0,04","0,07","2,26",26 (9),"4,00","2,00","2,84","2,00","0,90","2,85","0,37","0,38","4,00","0,00","7,01","61,00","2 430,00",Real San Sebastián,Right
Ander Guevara,"DM, M (C)",ESP,"180,00","28,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Real San Sebastián,Right
Martín Zubimendi,"DM, M (C)",ESP,"181,00","27,00","120,00","0,72","0,00","0,43","0,11","4,00","15,00","0,00","0,00","0,00","60,01","2 117,00","64,46","2 274,00","1,00","0,00","12,00","1,13","40,00","25,00","0,79","28,00","0,61","1,28","45,00","0,00","44 573,00",426.2,"14,00","0,38","36,00","3,00","0,09","0,20","2,10",36 (1),"3,00","7,00","1,52","1,00","0,93","3,40","0,00","0,27","9,00","0,00","7,00","74,00","3 175,00",Real San Sebastián,Right
Rodrigo De Paul,"M (RC), AM (RLC), ST (C)",ARG,"180,00","32,00","57,00","0,78","0,00","1,39","0,77","20,00","36,00","0,00","0,00","0,00","44,03","1 137,00","51,20","1 322,00","2,00","0,00","5,00","2,67","69,00","0,00","0,97","25,00","0,31","0,66","17,00","9,00","44 605,00",340.0,"35,00","0,18","189,00","7,00","0,27","0,23","2,09",27 (5),"7,00","6,00","5,09","3,00","0,86","2,21","0,35","0,56","5,00","0,00","7,01","54,00","2 324,00",Real San Sebastián,Right
Keita Baldé,"M (L), AM (RLC), ST (C)",SEN,"184,00","31,00","93,00","0,85","0,00","2,55","1,37","37,00","69,00","0,00","0,00","0,00","29,46","798,00","34,48","934,00","10,00","0,00","6,00","1,29","35,00","7,00","1,99","54,00","0,53","2,29","62,00","27,00",13.0,351.0,"11,00","0,14","76,00","3,00","0,11","0,18","4,32",29 (6),"8,00","5,00","7,49","1,00","0,85","3,43","1,00","0,54","3,00","0,00","6,86","117,00","2 438,00",Real San Sebastián,Right
Lee Kang0In,"M/AM (RLC), ST (C)",KOR,"173,00","25,00","29,00","0,74","0,00","1,08","0,72","10,00","15,00","0,00","0,00","0,00","30,65","426,00","38,71","538,00","2,00","0,00","3,00","3,02","42,00","0,00","1,44","20,00","0,33","0,86","12,00","5,00","44 664,00",186.9,"26,00","0,19","132,00","2,00","0,14","0,22","2,59",14 (12),"3,00","3,00","1,93","0,00","0,79","2,09","0,36","0,67","0,00","0,00","6,78","36,00","1 251,00",Real San Sebastián,Left
Roberto López,"M (C), AM (LC), ST (C)",ESP,"180,00","26,00","59,00","0,68","0,00","2,43","1,11","31,00","68,00","0,00","0,00","0,00","33,99","952,00","39,56","1 108,00","1,00","0,00","3,00","2,50","70,00","10,00","1,36","38,00","0,46","1,64","46,00","7,00","44 694,00",379.0,"22,00","0,19","114,00","5,00","0,18","0,36","3,53",31 (3),"9,00","10,00","10,95","7,00","0,86","2,11","0,25","0,46","1,00","0,00","7,13","99,00","2 521,00",Real San Sebastián,Left
Aimar Oroz,"M (C), AM (LC)",ESP,"177,00","24,00","1,00","1,00","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","24,00","0,00","30,00","0,00","0,00","0,00","0,00","9,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","44 780,00","3,00","0,33","9,00","0,00","0,00","0,00","0,00",0 (2),"0,00","0,00","0,18","0,00","0,80","2,05","0,00","0,00","0,00","0,00","7,10","0,00","44,00",Real San Sebastián,Right
José Goti,"M/AM (L), ST (C)",ESP,"188,00","20,00","2,00","0,67","0,00","0,00","0,00","1,00","2,00","0,00","0,00","0,00","0,00","22,00","0,00","25,00","2,00","0,00","0,00","0,00","2,00","0,00","0,00","1,00","0,67","0,00","4,00","1,00","0,00","44 628,00","1,00","0,33","3,00","0,00","0,00","0,00","0,00",0 (2),"0,00","1,00","0,12","0,00","0,88","3,46","1,73","0,50","0,00","0,00","6,90","6,00","52,00",Real San Sebastián,Right
Juan Carlos Barrios,"M (L), AM (LC), ST (C)",PAR,"177,00","20,00","30,00","0,71","0,00","1,90","0,95","11,00","22,00","0,00","0,00","0,00","24,12","279,00","27,75","321,00","2,00","0,00","3,00","1,90","22,00","4,00","1,90","22,00","0,46","1,82","21,00","8,00","44 694,00",155.7,"11,00","0,18","59,00","2,00","0,17","0,17","3,98",8 (19),"5,00","2,00","2,05","2,00","0,87","2,59","0,69","0,50","0,00","0,00","6,93","46,00","1 041,00",Real San Sebastián,Left
João Pedro,"AM (RL), ST (C)",BRA,"183,00","24,00","12,00","0,57","0,00","2,89","1,74","62,00","103,00","0,00","0,00","0,00","11,59","413,00","13,31","474,00","37,00","0,00","0,00","1,01","36,00","1,00","0,70","25,00","0,25","1,52","54,00","19,00",11.0,390.2,"7,00","0,24","29,00","2,00","0,06","0,11","5,95",36 (1),"23,00","4,00","18,04","4,00","0,87","0,34","0,53","0,60","1,00","0,00","7,04","212,00","3 206,00",Real San Sebastián,Right
Adam Hlozek,"AM (RL), ST (C)",CZE,"185,00","23,00","29,00","0,85","0,00","3,34","1,57","15,00","32,00","0,00","0,00","0,00","19,84","190,00","23,60","226,00","3,00","0,00","0,00","1,46","14,00","2,00","1,98","19,00","0,35","1,98","19,00","12,00","44 785,00",122.5,"5,00","0,22","22,00","1,00","0,10","0,00","5,64",11 (2),"4,00","0,00","3,30","1,00","0,84","3,03","1,25","0,47","0,00","0,00","6,82","54,00","862,00",Real San Sebastián,Right
Yassine Bounou,GK,MAR,"191,00","35,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","3,00","17,50","35,00","22,00","44,00","0,00","0,00","0,00","0,50","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",4.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,80","0,00","0,00","0,00","0,00","0,00","7,10","0,00","180,00",Sevilla,Left
Diego Ruiz,GK,ARG,"183,00","23,00","2,00","0,40","0,00","0,00","0,00","0,00","0,00","20,00","33,00","56,00","20,64","743,00","24,72","890,00","0,00","2,00","0,00","0,06","2,00","0,00","0,17","6,00","0,00","0,00","0,00","0,00","44 596,00",152.3,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","36,00","0,00","1,00","0,00","2,00","0,83","0,06","0,00","0,00","0,00","0,00","7,19","0,00","3 240,00",Sevilla,Right
Christoph Klarer,D (C),AUT,"191,00","25,00","34,00","0,79","0,00","0,88","0,36","7,00","17,00","0,00","0,00","0,00","33,10","637,00","38,19","735,00","1,00","0,00","10,00","0,05","1,00","48,00","1,25","24,00","0,62","2,55","49,00","1,00","44 813,00",190.4,"0,00","0,00","0,00","0,00","0,00","0,00","4,11",19 (11),"2,00","0,00","1,15","1,00","0,87","1,77","0,05","0,41","8,00","2,00","6,88","79,00","1 732,00",Sevilla,Right
Jules Koundé,D (RC),FRA,"181,00","27,00","73,00","0,78","0,00","0,39","0,27","9,00","13,00","0,00","0,00","0,00","37,74","1 268,00","40,12","1 348,00","2,00","0,00","32,00","0,42","14,00","81,00","1,46","49,00","0,74","2,74","92,00","2,00","44 661,00",349.4,"6,00","0,14","42,00","0,00","0,00","0,00","3,69",34 (1),"0,00","0,00","0,85","1,00","0,94","2,17","0,06","0,69","15,00","0,00","7,07","124,00","3 024,00",Sevilla,Right
Airam Alcalá,D (LC),ESP,"181,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Sevilla,Left
Pablo Maffeo,D/WB (R),ESP,"173,00","28,00","83,00","0,79","0,00","0,53","0,24","6,00","13,00","0,00","0,00","0,00","31,21","772,00","34,93","864,00","8,00","1,00","31,00","1,66","41,00","13,00","1,82","45,00","0,47","1,09","27,00","5,00","44 816,00",319.9,"32,00","0,15","202,00","6,00","0,24","0,08","2,30","26,00","2,00","2,00","0,87","0,00","0,89","3,36","0,20","0,46","7,00","0,00","6,99","57,00","2 226,00",Sevilla,Right
Mario Gila,"D (C), DM",ESP,"184,00","25,00","51,00","0,78","0,00","0,66","0,21","6,00","19,00","0,00","0,00","0,00","36,50","1 056,00","38,36","1 110,00","1,00","1,00","21,00","0,14","4,00","71,00","1,18","34,00","0,67","2,97","86,00","0,00",10.0,288.4,"0,00","0,00","5,00","1,00","0,03","0,03","4,46",28 (6),"2,00","1,00","1,29","2,00","0,95","1,76","0,00","0,32","5,00","0,00","7,15","129,00","2 604,00",Sevilla,Right
Cody Drameh,"D (RL), WB (R)",ENG,"178,00","24,00","28,00","0,85","0,00","0,77","0,55","5,00","7,00","0,00","0,00","0,00","21,90","200,00","25,29","231,00","2,00","2,00","7,00","1,64","15,00","7,00","1,42","13,00","0,48","1,64","15,00","4,00","44 664,00",122.7,"12,00","0,15","78,00","1,00","0,11","0,11","3,39",8 (9),"1,00","1,00","0,65","1,00","0,87","3,07","0,44","0,71","1,00","1,00","6,81","31,00","822,00",Sevilla,Right
Ísak Bergmann Jóhannesson,"D/WB (L), DM, M/AM (RLC)",ISL,"186,00","23,00","68,00","0,83","0,00","1,22","0,40","11,00","34,00","0,00","0,00","0,00","45,13","1 253,00","50,89","1 413,00","2,00","1,00","8,00","1,76","49,00","8,00","1,37","38,00","0,33","0,65","18,00","2,00","44 633,00",368.7,"16,00","0,22","72,00","3,00","0,11","0,11","1,98",29 (6),"5,00","3,00","3,59","1,00","0,89","2,45","0,07","0,32","2,00","0,00","6,92","55,00","2 499,00",Sevilla,Left Only
Gianluca Frabotta,D/WB (L),ITA,"176,00","26,00","110,00","0,76","0,00","0,16","0,03","1,00","5,00","0,00","0,00","0,00","35,93","1 137,00","41,78","1 322,00","16,00","1,00","26,00","2,02","64,00","19,00","2,02","64,00","0,55","1,71","54,00","4,00","44 633,00",420.7,"43,00","0,17","252,00","1,00","0,03","0,19","3,10",32 (4),"0,00","6,00","0,35","1,00","0,86","3,48","0,13","0,20","6,00","0,00","6,94","98,00","2 848,00",Sevilla,Left
Arkadiusz Reca,D/WB/M (L),POL,"187,00","30,00","34,00","0,83","0,00","0,73","0,29","2,00","5,00","0,00","0,00","0,00","32,89","224,00","39,05","266,00","4,00","0,00","5,00","1,32","9,00","4,00","2,35","16,00","0,55","2,35","16,00","2,00","44 755,00",93.2,"7,00","0,11","63,00","1,00","0,15","0,29","4,26",6 (7),"0,00","2,00","0,42","0,00","0,84","4,99","0,29","0,40","2,00","0,00","6,89","29,00","613,00",Sevilla,Left
Jandro Orellana,"DM, M (C)",ESP,"178,00","25,00","59,00","0,66","0,00","0,80","0,40","10,00","20,00","0,00","0,00","0,00","55,06","1 374,00","60,39","1 507,00","1,00","0,00","5,00","1,28","32,00","2,00","0,84","21,00","0,45","0,76","19,00","1,00","44 816,00",322.5,"13,00","0,24","54,00","2,00","0,08","0,28","1,68",26 (5),"3,00","7,00","2,56","1,00","0,91","2,36","0,04","0,50","0,00","0,00","6,93","42,00","2 246,00",Sevilla,Right
Geoffrey Kondogbia,"DM, M (C)",CTA,"188,00","33,00","68,00","0,73","0,00","0,45","0,31","7,00","10,00","0,00","0,00","0,00","44,15","983,00","48,95","1 090,00","1,00","0,00","4,00","1,35","30,00","16,00","1,26","28,00","0,47","1,21","27,00","3,00","44 605,00",293.0,"9,00","0,22","40,00","2,00","0,09","0,22","2,60",21 (9),"2,00","5,00","1,46","2,00","0,90","3,05","0,13","0,70","7,00","0,00","6,86","58,00","2 004,00",Sevilla,Left Only
Giovani Lo Celso,"DM, M (LC), AM (C)",ARG,"176,00","30,00","49,00","0,77","0,00","1,14","0,44","8,00","21,00","0,00","0,00","0,00","50,77","932,00","57,15","1 049,00","1,00","0,00","8,00","1,09","20,00","0,00","1,25","23,00","0,26","0,38","7,00","2,00","44 816,00",236.9,"8,00","0,23","34,00","2,00","0,11","0,11","1,47",18 (6),"2,00","2,00","4,27","0,00","0,89","2,67","0,11","0,38","6,00","0,00","6,73","27,00","1 652,00",Sevilla,Left
Khalid Abdulla,"M (R), AM (RC), ST (C)",QAT,"175,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Sevilla,Right Only
Jayden Braaf,"M (L), AM (RL)",NED,"180,00","23,00","38,00","0,81","0,00","3,03","1,48","20,00","41,00","0,00","0,00","0,00","25,40","344,00","29,16","395,00","4,00","0,00","1,00","1,55","21,00","4,00","1,85","25,00","0,38","1,40","19,00","14,00","44 606,00",192.0,"8,00","0,11","68,00","2,00","0,15","0,22","3,69",14 (9),"4,00","3,00","3,59","0,00","0,87","2,81","1,03","0,49","0,00","0,00","6,87","50,00","1 219,00",Sevilla,Right
Naci Ünüvar,"M/AM (LC), ST (C)",NED,"171,00","22,00","77,00","0,79","0,00","1,53","0,66","20,00","46,00","0,00","0,00","0,00","34,12","1 027,00","40,00","1 204,00","4,00","0,00","5,00","1,03","31,00","2,00","1,23","37,00","0,17","0,33","10,00","6,00","44 724,00",379.4,"8,00","0,11","68,00","5,00","0,17","0,10","1,96",32 (4),"8,00","3,00","6,09","1,00","0,85","2,56","0,20","0,43","4,00","0,00","6,81","59,00","2 709,00",Sevilla,Right
Cengiz Ünder,"M (RL), AM (RLC)",TUR,"173,00","28,00","32,00","0,74","0,00","2,93","1,30","23,00","52,00","0,00","0,00","0,00","36,33","645,00","43,31","769,00","14,00","0,00","0,00","4,73","84,00","0,00","1,75","31,00","0,22","0,45","8,00","14,00",14.0,247.8,"54,00","0,22","236,00","5,00","0,28","0,34","2,03",17 (12),"9,00","6,00","4,75","5,00","0,84","1,80","0,79","0,44","1,00","0,00","7,24","36,00","1 598,00",Sevilla,Left
Cristian Olivera,"AM (R), ST (C)",URU,"170,00","24,00","2,00","0,67","0,00","1,96","1,22","10,00","16,00","0,00","0,00","0,00","19,96","163,00","23,88","195,00","4,00","0,00","0,00","1,10","9,00","0,00","0,73","6,00","0,11","0,49","4,00","0,00","44 814,00",89.3,"1,00","0,07","13,00","0,00","0,00","0,00","4,53",4 (12),"1,00","0,00","2,38","1,00","0,84","0,24","0,00","0,63","0,00","0,00","6,61","37,00","735,00",Sevilla,Right
Pau,"AM (RC), ST (C)",ESP,"171,00","20,00","17,00","0,81","0,00","2,47","1,08","34,00","78,00","0,00","0,00","0,00","24,07","761,00","29,25","925,00","14,00","0,00","0,00","2,69","85,00","2,00","1,08","34,00","0,28","0,95","30,00","19,00","44 573,00",383.1,"40,00","0,17","233,00","3,00","0,09","0,32","3,35","34,00","11,00","10,00","11,90","4,00","0,82","0,54","0,60","0,44","0,00","0,00","7,14","106,00","2 846,00",Sevilla,Right
Youssef En0Nesyri,"AM (RL), ST (C)",MAR,"189,00","29,00","9,00","0,60","0,00","3,62","1,63","49,00","109,00","0,00","0,00","0,00","19,95","600,00","23,47","706,00","43,00","0,00","1,00","1,36","41,00","22,00","0,83","25,00","0,48","3,26","98,00","10,00","44 603,00",335.6,"8,00","0,16","48,00","2,00","0,07","0,27","6,75",32 (4),"21,00","8,00","14,30","5,00","0,85","0,30","0,33","0,45","0,00","0,00","7,16","203,00","2 707,00",Sevilla,Either
Emmanuel Cámara,ST (C),ESP,"180,00","18,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Sevilla,Right
Hugo Souza,GK,BRA,"196,00","27,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","26,00","38,00","82,00","11,26","428,00","20,95","796,00","0,00","2,00","0,00","0,16","6,00","0,00","0,08","3,00","0,00","0,00","0,00","0,00","44 717,00",210.9,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","38,00","0,00","1,00","0,00","3,00","0,54","0,03","0,00","0,00","0,00","0,00","6,98","0,00","3 420,00",Valencia,Right Only
Andrés Céspedes,GK,ESP,"186,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valencia,Right
Sebastián Vázquez,D/WB (R),ARG,"179,00","20,00","29,00","0,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,65","242,00","40,21","273,00","5,00","0,00","10,00","1,18","8,00","1,00","1,91","13,00","0,71","1,47","10,00","1,00","44 575,00",95.6,"7,00","0,12","57,00","0,00","0,00","0,29","2,06",5 (10),"0,00","2,00","0,00","0,00","0,89","4,27","0,15","0,00","2,00","0,00","7,06","14,00","611,00",Valencia,Right
Kevin McClelland,D/WB/AM (R),NIR,"180,00","21,00","46,00","0,73","0,00","0,15","0,00","0,00","2,00","0,00","0,00","0,00","28,99","381,00","32,71","430,00","3,00","0,00","13,00","0,99","13,00","5,00","1,75","23,00","0,54","1,45","19,00","3,00","44 755,00",179.9,"8,00","0,08","98,00","0,00","0,00","0,00","2,66",15 (2),"0,00","0,00","0,15","0,00","0,89","3,50","0,23","0,00","3,00","0,00","6,77","35,00","1 183,00",Valencia,Right
Juande,"D (C), DM",ESP,"185,00","26,00","44,00","0,77","0,00","0,40","0,12","2,00","7,00","0,00","0,00","0,00","36,43","631,00","42,60","738,00","1,00","0,00","4,00","0,46","8,00","29,00","0,92","16,00","0,61","1,91","33,00","1,00","44 753,00",203.0,"4,00","0,40","10,00","1,00","0,06","0,06","3,12",15 (13),"0,00","1,00","0,57","0,00","0,86","2,54","0,06","0,29","8,00","0,00","6,86","54,00","1 559,00",Valencia,Right
Yeison Mosquera,"D (RC), WB (R), DM",COL,"189,00","21,00","70,00","0,79","0,00","0,59","0,31","9,00","17,00","0,00","0,00","0,00","27,10","778,00","29,08","835,00","6,00","0,00","28,00","0,24","7,00","74,00","1,81","52,00","0,68","2,86","82,00","2,00",11.0,314.5,"4,00","0,09","43,00","0,00","0,00","0,00","4,21",29 (2),"2,00","0,00","1,81","1,00","0,93","2,44","0,07","0,53","7,00","0,00","7,02","121,00","2 584,00",Valencia,Right
Maximilian Wöber,"D (LC), DM",AUT,"188,00","28,00","62,00","0,70","0,00","0,46","0,21","6,00","13,00","0,00","0,00","0,00","25,50","719,00","32,45","915,00","0,00","0,00","22,00","0,46","13,00","59,00","1,17","33,00","0,63","2,34","66,00","1,00",11.0,311.5,"5,00","0,14","35,00","1,00","0,04","0,00","3,69",29 (5),"1,00","0,00","1,14","0,00","0,79","2,20","0,04","0,46","4,00","0,00","6,91","104,00","2 538,00",Valencia,Left
Bryan Gil,"D/WB/M (L), AM (LC)",ESP,"175,00","25,00","31,00","0,82","0,00","1,76","1,03","7,00","12,00","0,00","0,00","0,00","25,11","171,00","33,18","226,00","2,00","0,00","3,00","1,32","9,00","0,00","3,08","21,00","0,38","1,17","8,00","5,00","44 726,00",99.3,"1,00","0,02","48,00","1,00","0,15","0,15","3,08",5 (10),"4,00","1,00","2,30","0,00","0,76","4,55","0,73","0,58","0,00","0,00","6,78","21,00","613,00",Valencia,Left
Mykola Matvienko,"D (LC), WB (L)",UKR,"181,00","30,00","54,00","0,70","0,00","0,37","0,12","4,00","12,00","0,00","0,00","0,00","27,33","878,00","29,54","949,00","1,00","0,00","23,00","0,25","8,00","36,00","1,62","52,00","0,58","1,84","59,00","0,00","44 752,00",343.1,"11,00","0,24","45,00","0,00","0,00","0,00","3,18",32 (3),"1,00","0,00","0,88","1,00","0,93","1,68","0,00","0,33","6,00","0,00","6,85","102,00","2 891,00",Valencia,Left
Álvaro Fernández,D/WB (L),ESP,"188,00","23,00","40,00","0,65","0,00","0,11","0,00","0,00","1,00","0,00","0,00","0,00","39,92","377,00","42,67","403,00","3,00","0,00","9,00","1,48","14,00","15,00","3,28","31,00","0,74","3,07","29,00","1,00","44 694,00",127.2,"6,00","0,17","35,00","1,00","0,11","0,21","4,13",7 (8),"0,00","2,00","0,04","1,00","0,94","4,24","0,11","0,00","6,00","0,00","7,14","39,00","850,00",Valencia,Left
Carlos Soler,"DM, M/AM (RC)",ESP,"180,00","29,00","116,00","0,73","0,00","1,22","0,56","18,00","39,00","0,00","0,00","0,00","50,87","1 624,00","58,64","1 872,00","1,00","0,00","15,00","2,07","66,00","8,00","1,32","42,00","0,58","1,13","36,00","6,00","44 786,00",440.1,"25,00","0,22","110,00","4,00","0,13","0,25","1,94","34,00","10,00","8,00","7,88","1,00","0,87","3,63","0,19","0,46","6,00","0,00","7,03","62,00","2 873,00",Valencia,Right
Tiémoué Bakayoko,"DM, M (C)",FRA,"189,00","31,00","81,00","0,72","0,00","0,47","0,26","5,00","9,00","0,00","0,00","0,00","50,36","963,00","53,97","1 032,00","0,00","0,00","11,00","0,78","15,00","28,00","1,10","21,00","0,65","2,04","39,00","2,00",13.0,249.3,"5,00","0,26","19,00","0,00","0,00","0,00","3,14",18 (6),"1,00","0,00","0,85","1,00","0,93","4,24","0,10","0,56","6,00","0,00","6,99","60,00","1 721,00",Valencia,Right
Andrés García,"WB/M (R), AM (RC)",ESP,"190,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valencia,Right
Koba Lein,M (C),FRA,"184,00","24,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 774,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0 (1),"0,00","0,00","0,00","0,00","0,50","9,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00",Valencia,Left
Alejandro Salas,M/AM (C),ESP,"178,00","23,00","35,00","0,78","0,00","0,86","0,26","3,00","10,00","0,00","0,00","0,00","36,98","431,00","41,44","483,00","3,00","0,00","4,00","1,12","13,00","2,00","0,94","11,00","0,48","1,80","21,00","0,00","44 575,00",164.5,"4,00","0,18","22,00","0,00","0,00","0,09","3,78",15 (5),"0,00","1,00","1,43","0,00","0,89","3,00","0,00","0,30","3,00","2,00","6,61","44,00","1 049,00",Valencia,Right
Carmelo Catalá,"M/AM (C), ST (C)",ESP,"179,00","19,00","2,00","0,50","0,00","0,00","0,00","1,00","2,00","0,00","0,00","0,00","0,00","31,00","0,00","34,00","1,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00","0,25","0,00","1,00","0,00","0,00","44 692,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0 (6),"0,00","1,00","0,18","0,00","0,91","2,57","0,00","0,50","0,00","0,00","6,80","4,00","70,00",Valencia,Right
Evanilson,"M/AM (L), ST (C)",BRA,"180,00","26,00","12,00","0,80","0,00","3,09","1,82","26,00","44,00","0,00","0,00","0,00","30,02","428,00","33,32","475,00","15,00","0,00","0,00","1,47","21,00","0,00","0,84","12,00","0,19","1,12","16,00","5,00","44 573,00",171.8,"4,00","0,11","34,00","3,00","0,21","0,21","6,03",14 (1),"11,00","3,00","7,08","2,00","0,90","0,84","0,35","0,59","0,00","0,00","7,29","86,00","1 283,00",Valencia,Either
Yunus Musah,M/AM (RLC),USA,"184,00","23,00","78,00","0,76","0,00","2,39","1,16","28,00","58,00","0,00","0,00","0,00","34,43","834,00","40,17","973,00","3,00","1,00","10,00","1,73","42,00","22,00","1,78","43,00","0,52","2,44","59,00","15,00","44 817,00",337.5,"16,00","0,17","91,00","3,00","0,12","0,21","4,71",25 (9),"5,00","5,00","5,33","1,00","0,86","3,22","0,62","0,48","0,00","0,00","6,96","114,00","2 180,00",Valencia,Right
Rony Lopes,M/AM (RLC),POR,"174,00","30,00","89,00","0,82","0,00","2,43","1,05","32,00","74,00","0,00","0,00","0,00","35,30","1 076,00","42,59","1 298,00","5,00","0,00","2,00","4,40","134,00","2,00","2,03","62,00","0,29","0,95","29,00","20,00","44 665,00",438.1,"90,00","0,19","456,00","14,00","0,46","0,30","3,25","33,00","6,00","9,00","8,18","1,00","0,83","2,92","0,66","0,43","1,00","0,00","7,11","99,00","2 743,00",Valencia,Left
Gonçalo Guedes,"M (RL), AM (RLC), ST (C)",POR,"179,00","29,00","54,00","0,72","0,00","2,28","0,91","27,00","68,00","0,00","0,00","0,00","23,97","715,00","27,52","821,00","23,00","0,00","8,00","1,68","50,00","3,00","1,24","37,00","0,27","1,01","30,00","18,00","44 816,00",384.4,"17,00","0,18","93,00","6,00","0,20","0,34","3,69",33 (1),"8,00","10,00","8,61","2,00","0,87","1,81","0,60","0,40","4,00","0,00","6,89","110,00","2 685,00",Valencia,Right
Dawid Kownacki,"AM (R), ST (C)",POL,"185,00","29,00","14,00","0,78","0,00","2,83","1,52","36,00","67,00","0,00","0,00","0,00","21,11","499,00","24,25","573,00","7,00","0,00","0,00","1,31","31,00","4,00","0,42","10,00","0,27","1,86","44,00","8,00","44 662,00",268.4,"6,00","0,17","35,00","2,00","0,08","0,17","6,81",22 (9),"8,00","4,00","7,58","0,00","0,87","0,59","0,34","0,54","1,00","0,00","6,89","161,00","2 127,00",Valencia,Right
Aythami Santana,"AM (LC), ST (C)",ESP,"178,00","20,00","4,00","0,67","0,00","1,87","1,40","18,00","24,00","0,00","0,00","0,00","26,63","342,00","31,06","399,00","1,00","0,00","0,00","1,48","19,00","0,00","0,78","10,00","0,21","0,93","12,00","3,00","44 753,00",150.1,"3,00","0,08","36,00","2,00","0,16","0,08","4,44","13,00","8,00","1,00","3,84","3,00","0,86","0,31","0,23","0,75","1,00","0,00","7,11","57,00","1 156,00",Valencia,Left
